Job_id,department,job_level,job_role,business_travel,business_travel_cat,distance_home,overtime,standard_hours
452,Research & Development,specialist,Manufacturing Director,2,rarely,24,Yes,80
453,Sales,analyst,Sales Executive,2,rarely,2,No,80
454,Human Resources,associate,Human Resources,3,frequently,17,Yes,80
455,Research & Development,analyst,Manufacturing Director,2,rarely,19,No,80
456,Research & Development,manager,Research Director,2,rarely,1,No,80
457,Sales,specialist,Manager,2,rarely,7,No,80
458,Sales,associate,Sales Representative,3,frequently,5,Yes,80
459,Sales,specialist,Sales Executive,1,non travel,28,No,80
460,Research & Development,analyst,Healthcare Representative,1,non travel,2,Yes,80
461,Sales,analyst,Sales Executive,2,rarely,29,No,80
462,Sales,analyst,Sales Executive,2,rarely,1,No,80
463,Sales,analyst,Sales Executive,2,rarely,21,No,80
464,Research & Development,associate,Laboratory Technician,2,rarely,24,Yes,80
465,Research & Development,specialist,Manufacturing Director,2,rarely,1,No,80
466,Research & Development,specialist,Healthcare Representative,3,frequently,18,No,80
467,Sales,manager,Manager,2,rarely,2,No,80
468,Sales,specialist,Sales Executive,1,non travel,9,No,80
469,Research & Development,analyst,Research Scientist,2,rarely,6,Yes,80
470,Sales,analyst,Sales Executive,1,non travel,11,No,80
471,Sales,associate,Sales Representative,3,frequently,24,No,80
472,Research & Development,analyst,Healthcare Representative,2,rarely,10,No,80
473,Research & Development,analyst,Manufacturing Director,2,rarely,1,No,80
474,Research & Development,director,Research Director,2,rarely,18,Yes,80
475,Research & Development,associate,Research Scientist,2,rarely,23,Yes,80
476,Sales,analyst,Sales Executive,2,rarely,28,No,80
477,Research & Development,associate,Laboratory Technician,2,rarely,17,No,80
478,Human Resources,director,Manager,3,frequently,3,No,80
479,Sales,associate,Sales Representative,2,rarely,13,No,80
480,Research & Development,associate,Laboratory Technician,3,frequently,7,Yes,80
481,Sales,associate,Sales Representative,3,frequently,12,No,80
482,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
483,Sales,analyst,Sales Executive,2,rarely,13,No,80
484,Research & Development,analyst,Laboratory Technician,2,rarely,25,No,80
485,Sales,analyst,Sales Executive,2,rarely,6,No,80
486,Research & Development,associate,Research Scientist,2,rarely,6,No,80
487,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
488,Research & Development,associate,Research Scientist,2,rarely,1,No,80
489,Research & Development,analyst,Healthcare Representative,2,rarely,2,No,80
490,Research & Development,manager,Research Director,2,rarely,6,Yes,80
491,Research & Development,associate,Research Scientist,2,rarely,1,No,80
492,Research & Development,analyst,Laboratory Technician,3,frequently,9,Yes,80
493,Research & Development,manager,Manager,2,rarely,1,No,80
494,Human Resources,analyst,Human Resources,2,rarely,1,No,80
495,Sales,associate,Sales Representative,2,rarely,14,Yes,80
496,Sales,associate,Sales Representative,2,rarely,2,No,80
497,Sales,associate,Sales Representative,2,rarely,22,No,80
498,Research & Development,director,Manager,2,rarely,3,Yes,80
499,Research & Development,associate,Research Scientist,2,rarely,6,No,80
500,Sales,analyst,Sales Executive,2,rarely,8,No,80
501,Research & Development,analyst,Research Scientist,2,rarely,9,Yes,80
502,Research & Development,associate,Research Scientist,3,frequently,3,No,80
503,Sales,analyst,Sales Executive,2,rarely,1,No,80
504,Research & Development,associate,Research Scientist,2,rarely,1,No,80
505,Sales,analyst,Sales Executive,3,frequently,26,No,80
506,Research & Development,associate,Laboratory Technician,2,rarely,6,Yes,80
507,Research & Development,specialist,Manufacturing Director,2,rarely,3,No,80
508,Sales,analyst,Sales Executive,2,rarely,3,No,80
509,Research & Development,analyst,Research Scientist,2,rarely,6,No,80
510,Research & Development,analyst,Healthcare Representative,3,frequently,6,No,80
511,Human Resources,specialist,Human Resources,2,rarely,19,No,80
512,Research & Development,analyst,Manufacturing Director,2,rarely,9,Yes,80
513,Research & Development,associate,Research Scientist,2,rarely,3,No,80
514,Research & Development,associate,Research Scientist,2,rarely,10,Yes,80
515,Research & Development,associate,Research Scientist,3,frequently,3,Yes,80
516,Research & Development,associate,Laboratory Technician,1,non travel,3,No,80
517,Research & Development,associate,Research Scientist,2,rarely,4,No,80
518,Sales,analyst,Sales Executive,2,rarely,8,No,80
519,Sales,analyst,Sales Executive,2,rarely,7,No,80
520,Research & Development,associate,Research Scientist,3,frequently,1,No,80
521,Sales,analyst,Sales Executive,2,rarely,2,No,80
522,Sales,analyst,Sales Executive,3,frequently,3,Yes,80
523,Research & Development,associate,Research Scientist,2,rarely,10,No,80
524,Research & Development,associate,Laboratory Technician,2,rarely,28,Yes,80
525,Research & Development,specialist,Healthcare Representative,2,rarely,9,No,80
526,Sales,analyst,Sales Executive,2,rarely,3,No,80
527,Research & Development,analyst,Healthcare Representative,2,rarely,2,No,80
528,Sales,analyst,Sales Executive,2,rarely,10,No,80
529,Sales,analyst,Sales Executive,3,frequently,8,Yes,80
530,Research & Development,analyst,Healthcare Representative,2,rarely,1,No,80
531,Research & Development,specialist,Manufacturing Director,2,rarely,1,No,80
532,Research & Development,specialist,Research Director,2,rarely,3,No,80
533,Sales,analyst,Sales Executive,2,rarely,14,No,80
534,Sales,specialist,Sales Executive,3,frequently,5,Yes,80
535,Research & Development,manager,Research Director,2,rarely,7,No,80
536,Human Resources,director,Manager,2,rarely,10,No,80
537,Sales,analyst,Sales Executive,2,rarely,16,No,80
538,Research & Development,specialist,Manufacturing Director,3,frequently,10,No,80
539,Human Resources,director,Manager,2,rarely,1,No,80
540,Sales,associate,Sales Representative,2,rarely,8,No,80
541,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
542,Research & Development,specialist,Research Director,1,non travel,8,No,80
543,Research & Development,specialist,Manufacturing Director,2,rarely,1,Yes,80
544,Research & Development,associate,Laboratory Technician,1,non travel,24,No,80
545,Sales,manager,Sales Executive,3,frequently,3,Yes,80
546,Sales,analyst,Sales Executive,2,rarely,27,No,80
547,Sales,associate,Sales Representative,2,rarely,10,No,80
548,Research & Development,associate,Research Scientist,3,frequently,19,Yes,80
549,Sales,analyst,Sales Executive,3,frequently,15,No,80
550,Research & Development,analyst,Healthcare Representative,2,rarely,8,No,80
551,Research & Development,associate,Laboratory Technician,2,rarely,9,No,80
552,Human Resources,analyst,Human Resources,2,rarely,3,No,80
553,Research & Development,manager,Healthcare Representative,2,rarely,9,No,80
554,Research & Development,associate,Research Scientist,2,rarely,2,Yes,80
555,Research & Development,analyst,Healthcare Representative,2,rarely,7,No,80
556,Sales,associate,Sales Representative,2,rarely,10,No,80
557,Research & Development,analyst,Laboratory Technician,2,rarely,6,No,80
558,Research & Development,analyst,Healthcare Representative,1,non travel,2,No,80
559,Research & Development,analyst,Laboratory Technician,3,frequently,24,No,80
560,Research & Development,associate,Research Scientist,2,rarely,2,Yes,80
561,Research & Development,analyst,Manufacturing Director,2,rarely,8,No,80
562,Sales,manager,Manager,2,rarely,3,No,80
563,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
564,Sales,analyst,Sales Executive,2,rarely,26,No,80
565,Sales,analyst,Sales Representative,2,rarely,2,No,80
566,Research & Development,associate,Research Scientist,2,rarely,10,No,80
567,Sales,analyst,Sales Executive,3,frequently,27,Yes,80
568,Sales,analyst,Sales Executive,2,rarely,2,No,80
569,Research & Development,director,Manager,2,rarely,2,Yes,80
570,Sales,specialist,Sales Executive,1,non travel,8,No,80
571,Research & Development,associate,Research Scientist,1,non travel,19,No,80
572,Research & Development,associate,Laboratory Technician,3,frequently,1,No,80
573,Research & Development,analyst,Healthcare Representative,2,rarely,27,No,80
574,Sales,analyst,Sales Executive,2,rarely,8,No,80
575,Research & Development,associate,Research Scientist,2,rarely,1,No,80
576,Research & Development,analyst,Manufacturing Director,2,rarely,19,Yes,80
577,Sales,analyst,Sales Executive,3,frequently,8,No,80
578,Research & Development,associate,Research Scientist,2,rarely,10,Yes,80
579,Research & Development,analyst,Manufacturing Director,3,frequently,2,Yes,80
580,Research & Development,associate,Research Scientist,2,rarely,2,No,80
581,Sales,associate,Sales Representative,2,rarely,8,No,80
582,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
583,Research & Development,analyst,Healthcare Representative,3,frequently,2,No,80
584,Sales,analyst,Sales Executive,2,rarely,8,No,80
585,Research & Development,director,Manager,3,frequently,8,No,80
586,Research & Development,associate,Laboratory Technician,2,rarely,6,Yes,80
587,Research & Development,associate,Laboratory Technician,1,non travel,9,No,80
588,Research & Development,analyst,Laboratory Technician,2,rarely,11,No,80
589,Research & Development,manager,Research Director,2,rarely,2,No,80
590,Research & Development,associate,Laboratory Technician,2,rarely,1,Yes,80
591,Research & Development,specialist,Research Director,2,rarely,7,No,80
592,Sales,analyst,Sales Executive,2,rarely,16,No,80
593,Research & Development,manager,Manager,2,rarely,2,Yes,80
594,Research & Development,analyst,Manufacturing Director,2,rarely,1,No,80
595,Research & Development,associate,Research Scientist,2,rarely,23,No,80
596,Research & Development,director,Research Director,2,rarely,2,Yes,80
597,Research & Development,associate,Research Scientist,2,rarely,1,No,80
598,Research & Development,analyst,Manufacturing Director,2,rarely,1,Yes,80
599,Research & Development,associate,Research Scientist,2,rarely,2,No,80
600,Human Resources,associate,Human Resources,2,rarely,13,No,80
601,Research & Development,analyst,Manufacturing Director,2,rarely,4,No,80
602,Research & Development,analyst,Laboratory Technician,3,frequently,16,No,80
603,Research & Development,analyst,Manufacturing Director,2,rarely,2,Yes,80
604,Research & Development,associate,Research Scientist,2,rarely,2,No,80
605,Research & Development,analyst,Manufacturing Director,2,rarely,29,No,80
606,Research & Development,analyst,Healthcare Representative,3,frequently,12,No,80
607,Research & Development,associate,Research Scientist,3,frequently,16,No,80
608,Sales,specialist,Sales Executive,2,rarely,11,No,80
609,Sales,analyst,Sales Executive,2,rarely,2,No,80
610,Research & Development,manager,Research Director,2,rarely,14,No,80
611,Research & Development,specialist,Research Director,2,rarely,5,Yes,80
612,Research & Development,specialist,Manufacturing Director,2,rarely,7,No,80
613,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
614,Human Resources,associate,Human Resources,2,rarely,3,No,80
615,Research & Development,associate,Research Scientist,3,frequently,5,Yes,80
616,Research & Development,associate,Research Scientist,1,non travel,3,No,80
617,Sales,manager,Manager,2,rarely,26,No,80
618,Research & Development,analyst,Healthcare Representative,2,rarely,4,No,80
619,Research & Development,associate,Research Scientist,2,rarely,2,No,80
620,Sales,analyst,Sales Executive,2,rarely,1,No,80
621,Research & Development,associate,Research Scientist,2,rarely,27,No,80
622,Sales,analyst,Sales Executive,2,rarely,1,Yes,80
623,Sales,analyst,Sales Executive,2,rarely,13,No,80
624,Research & Development,associate,Research Scientist,3,frequently,5,No,80
625,Sales,specialist,Sales Executive,2,rarely,7,Yes,80
626,Sales,specialist,Sales Executive,2,rarely,9,Yes,80
627,Research & Development,analyst,Research Scientist,2,rarely,8,No,80
628,Research & Development,manager,Manufacturing Director,3,frequently,25,No,80
629,Sales,analyst,Sales Executive,2,rarely,16,No,80
630,Human Resources,associate,Human Resources,2,rarely,8,No,80
631,Research & Development,analyst,Manufacturing Director,2,rarely,1,No,80
632,Research & Development,associate,Laboratory Technician,2,rarely,8,Yes,80
633,Research & Development,associate,Research Scientist,3,frequently,2,Yes,80
634,Human Resources,associate,Human Resources,2,rarely,8,No,80
635,Sales,analyst,Sales Executive,2,rarely,3,Yes,80
636,Research & Development,specialist,Manufacturing Director,2,rarely,9,Yes,80
637,Research & Development,associate,Research Scientist,3,frequently,25,Yes,80
638,Research & Development,associate,Laboratory Technician,1,non travel,1,No,80
639,Sales,analyst,Sales Executive,2,rarely,4,No,80
640,Research & Development,associate,Research Scientist,2,rarely,1,No,80
641,Research & Development,associate,Laboratory Technician,1,non travel,4,No,80
642,Sales,analyst,Sales Executive,3,frequently,5,No,80
643,Sales,associate,Sales Representative,2,rarely,9,No,80
644,Research & Development,analyst,Laboratory Technician,2,rarely,3,Yes,80
645,Research & Development,associate,Research Scientist,2,rarely,11,Yes,80
646,Sales,associate,Sales Representative,2,rarely,1,Yes,80
647,Sales,manager,Sales Executive,2,rarely,8,No,80
648,Research & Development,specialist,Manufacturing Director,2,rarely,25,No,80
649,Sales,associate,Sales Representative,3,frequently,21,No,80
650,Research & Development,manager,Research Director,2,rarely,23,No,80
651,Research & Development,analyst,Healthcare Representative,3,frequently,1,No,80
652,Sales,analyst,Sales Executive,2,rarely,2,Yes,80
653,Sales,specialist,Sales Executive,1,non travel,19,Yes,80
654,Research & Development,manager,Manager,1,non travel,2,No,80
655,Human Resources,analyst,Human Resources,2,rarely,2,No,80
656,Human Resources,associate,Human Resources,2,rarely,3,Yes,80
657,Research & Development,associate,Laboratory Technician,2,rarely,25,Yes,80
658,Research & Development,associate,Laboratory Technician,2,rarely,7,No,80
659,Research & Development,associate,Research Scientist,2,rarely,9,Yes,80
660,Sales,analyst,Sales Executive,2,rarely,5,No,80
661,Research & Development,associate,Laboratory Technician,3,frequently,2,Yes,80
662,Research & Development,analyst,Manufacturing Director,2,rarely,8,No,80
663,Sales,associate,Sales Representative,2,rarely,2,No,80
664,Research & Development,associate,Research Scientist,2,rarely,18,No,80
665,Research & Development,analyst,Healthcare Representative,2,rarely,14,Yes,80
666,Sales,associate,Sales Representative,2,rarely,2,Yes,80
667,Research & Development,analyst,Manufacturing Director,2,rarely,3,Yes,80
668,Research & Development,associate,Laboratory Technician,2,rarely,2,Yes,80
669,Research & Development,associate,Research Scientist,2,rarely,9,No,80
670,Research & Development,associate,Laboratory Technician,2,rarely,6,Yes,80
671,Research & Development,associate,Research Scientist,2,rarely,4,No,80
672,Research & Development,associate,Laboratory Technician,2,rarely,10,No,80
673,Sales,analyst,Sales Executive,2,rarely,14,No,80
674,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
675,Research & Development,specialist,Healthcare Representative,2,rarely,5,Yes,80
676,Sales,associate,Sales Representative,2,rarely,7,No,80
677,Research & Development,analyst,Healthcare Representative,2,rarely,21,Yes,80
678,Research & Development,specialist,Laboratory Technician,2,rarely,8,No,80
679,Research & Development,associate,Research Scientist,2,rarely,20,No,80
680,Sales,analyst,Sales Executive,1,non travel,20,No,80
681,Research & Development,associate,Research Scientist,2,rarely,7,No,80
682,Research & Development,specialist,Research Director,2,rarely,1,No,80
683,Research & Development,associate,Laboratory Technician,1,non travel,1,No,80
684,Sales,associate,Sales Representative,2,rarely,19,Yes,80
685,Sales,specialist,Sales Executive,2,rarely,10,No,80
686,Sales,analyst,Sales Executive,3,frequently,1,No,80
687,Research & Development,associate,Laboratory Technician,2,rarely,6,Yes,80
688,Research & Development,associate,Laboratory Technician,2,rarely,2,No,80
689,Sales,associate,Sales Representative,2,rarely,21,Yes,80
690,Research & Development,associate,Laboratory Technician,2,rarely,4,No,80
691,Research & Development,analyst,Healthcare Representative,2,rarely,12,Yes,80
692,Research & Development,associate,Research Scientist,3,frequently,9,Yes,80
693,Research & Development,analyst,Manufacturing Director,2,rarely,3,No,80
694,Sales,specialist,Sales Executive,2,rarely,3,Yes,80
695,Research & Development,analyst,Healthcare Representative,2,rarely,1,No,80
696,Sales,specialist,Sales Executive,2,rarely,1,No,80
697,Research & Development,analyst,Laboratory Technician,1,non travel,4,No,80
698,Sales,associate,Sales Representative,3,frequently,20,No,80
699,Sales,analyst,Sales Executive,2,rarely,18,No,80
700,Research & Development,manager,Manager,2,rarely,1,No,80
701,Research & Development,associate,Research Scientist,2,rarely,2,No,80
702,Sales,manager,Manager,2,rarely,2,No,80
703,Sales,specialist,Sales Executive,2,rarely,8,No,80
704,Sales,analyst,Sales Executive,1,non travel,10,Yes,80
705,Sales,specialist,Sales Executive,2,rarely,3,No,80
706,Sales,specialist,Sales Executive,2,rarely,2,No,80
707,Sales,manager,Sales Executive,1,non travel,24,Yes,80
708,Research & Development,analyst,Manufacturing Director,3,frequently,16,Yes,80
709,Sales,analyst,Sales Executive,1,non travel,8,No,80
710,Research & Development,associate,Research Scientist,1,non travel,9,Yes,80
711,Sales,manager,Manager,1,non travel,17,No,80
712,Research & Development,associate,Research Scientist,2,rarely,10,Yes,80
713,Research & Development,associate,Research Scientist,2,rarely,13,No,80
714,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
715,Research & Development,manager,Research Director,2,rarely,1,No,80
716,Research & Development,analyst,Healthcare Representative,3,frequently,1,Yes,80
717,Research & Development,director,Research Director,3,frequently,9,No,80
718,Research & Development,associate,Laboratory Technician,2,rarely,16,No,80
719,Research & Development,analyst,Laboratory Technician,1,non travel,23,Yes,80
720,Sales,analyst,Sales Executive,2,rarely,4,Yes,80
721,Research & Development,associate,Research Scientist,2,rarely,22,Yes,80
722,Research & Development,manager,Manufacturing Director,2,rarely,24,Yes,80
723,Research & Development,associate,Research Scientist,3,frequently,10,No,80
724,Research & Development,specialist,Manufacturing Director,2,rarely,7,No,80
725,Research & Development,analyst,Manufacturing Director,2,rarely,17,No,80
726,Research & Development,associate,Laboratory Technician,2,rarely,14,Yes,80
727,Research & Development,analyst,Manufacturing Director,3,frequently,1,No,80
728,Research & Development,associate,Research Scientist,1,non travel,5,No,80
729,Research & Development,specialist,Manufacturing Director,2,rarely,17,No,80
730,Research & Development,specialist,Healthcare Representative,2,rarely,25,Yes,80
731,Research & Development,specialist,Research Director,2,rarely,8,Yes,80
732,Research & Development,associate,Research Scientist,2,rarely,11,Yes,80
733,Research & Development,associate,Laboratory Technician,3,frequently,5,No,80
734,Research & Development,analyst,Manufacturing Director,2,rarely,2,No,80
735,Research & Development,associate,Laboratory Technician,2,rarely,8,No,80
736,Research & Development,analyst,Healthcare Representative,2,rarely,6,No,80
737,Research & Development,specialist,Healthcare Representative,2,rarely,4,No,80
738,Research & Development,analyst,Manufacturing Director,2,rarely,7,No,80
739,Research & Development,manager,Manufacturing Director,2,rarely,1,No,80
740,Research & Development,analyst,Manufacturing Director,2,rarely,2,No,80
741,Research & Development,associate,Laboratory Technician,2,rarely,10,No,80
742,Sales,director,Manager,2,rarely,5,No,80
743,Research & Development,associate,Laboratory Technician,2,rarely,9,No,80
744,Research & Development,manager,Manufacturing Director,2,rarely,2,Yes,80
745,Research & Development,analyst,Healthcare Representative,2,rarely,11,No,80
746,Research & Development,analyst,Healthcare Representative,3,frequently,18,Yes,80
747,Research & Development,director,Research Director,1,non travel,7,No,80
748,Sales,analyst,Sales Executive,2,rarely,3,Yes,80
749,Sales,analyst,Sales Executive,1,non travel,29,No,80
750,Sales,director,Manager,2,rarely,2,No,80
751,Sales,manager,Sales Executive,2,rarely,28,Yes,80
752,Sales,analyst,Sales Executive,1,non travel,1,No,80
753,Research & Development,associate,Laboratory Technician,2,rarely,16,No,80
754,Research & Development,specialist,Manufacturing Director,3,frequently,22,Yes,80
755,Sales,associate,Sales Representative,1,non travel,8,No,80
756,Sales,manager,Manager,2,rarely,11,No,80
757,Research & Development,associate,Laboratory Technician,1,non travel,29,No,80
758,Sales,analyst,Sales Executive,2,rarely,1,No,80
759,Sales,specialist,Manager,2,rarely,1,Yes,80
760,Human Resources,associate,Human Resources,2,rarely,24,No,80
761,Sales,specialist,Sales Executive,3,frequently,2,No,80
762,Research & Development,analyst,Laboratory Technician,2,rarely,15,No,80
763,Research & Development,associate,Research Scientist,3,frequently,2,Yes,80
764,Sales,associate,Sales Representative,2,rarely,10,Yes,80
765,Sales,associate,Sales Representative,2,rarely,10,No,80
766,Research & Development,associate,Research Scientist,3,frequently,3,No,80
767,Research & Development,director,Research Director,2,rarely,2,Yes,80
768,Research & Development,analyst,Healthcare Representative,2,rarely,3,No,80
769,Sales,analyst,Sales Executive,2,rarely,26,No,80
770,Research & Development,associate,Research Scientist,3,frequently,1,No,80
771,Research & Development,director,Research Director,2,rarely,1,No,80
772,Sales,specialist,Sales Executive,2,rarely,2,No,80
773,Research & Development,associate,Research Scientist,3,frequently,9,No,80
774,Research & Development,specialist,Manufacturing Director,2,rarely,12,No,80
775,Research & Development,manager,Manager,1,non travel,2,No,80
776,Sales,specialist,Sales Executive,2,rarely,25,No,80
777,Sales,associate,Sales Representative,3,frequently,9,Yes,80
778,Research & Development,associate,Laboratory Technician,2,rarely,10,No,80
779,Research & Development,analyst,Research Scientist,2,rarely,8,Yes,80
780,Research & Development,associate,Research Scientist,2,rarely,4,Yes,80
781,Research & Development,specialist,Healthcare Representative,1,non travel,24,No,80
782,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
783,Research & Development,analyst,Manufacturing Director,2,rarely,20,No,80
784,Research & Development,associate,Research Scientist,2,rarely,7,No,80
785,Research & Development,specialist,Healthcare Representative,2,rarely,17,No,80
786,Research & Development,specialist,Healthcare Representative,2,rarely,20,No,80
787,Research & Development,associate,Laboratory Technician,1,non travel,8,No,80
788,Research & Development,specialist,Manufacturing Director,3,frequently,2,No,80
789,Research & Development,analyst,Research Scientist,2,rarely,10,No,80
790,Human Resources,specialist,Human Resources,2,rarely,1,No,80
791,Research & Development,specialist,Healthcare Representative,2,rarely,5,No,80
792,Sales,specialist,Sales Executive,2,rarely,4,Yes,80
793,Research & Development,analyst,Research Scientist,3,frequently,29,No,80
794,Research & Development,associate,Laboratory Technician,2,rarely,15,No,80
795,Research & Development,analyst,Healthcare Representative,3,frequently,3,No,80
796,Sales,analyst,Sales Executive,2,rarely,10,Yes,80
797,Research & Development,associate,Laboratory Technician,2,rarely,4,Yes,80
798,Research & Development,associate,Laboratory Technician,2,rarely,21,No,80
799,Research & Development,associate,Research Scientist,2,rarely,25,Yes,80
800,Research & Development,manager,Manager,2,rarely,2,No,80
801,Research & Development,associate,Laboratory Technician,3,frequently,1,No,80
802,Sales,analyst,Sales Executive,3,frequently,1,Yes,80
803,Sales,analyst,Sales Executive,3,frequently,7,No,80
804,Research & Development,associate,Research Scientist,1,non travel,3,No,80
805,Research & Development,manager,Manager,1,non travel,1,No,80
806,Sales,analyst,Sales Executive,1,non travel,9,No,80
807,Research & Development,specialist,Healthcare Representative,2,rarely,7,No,80
808,Sales,specialist,Sales Executive,2,rarely,10,Yes,80
809,Research & Development,associate,Research Scientist,2,rarely,28,No,80
810,Research & Development,specialist,Manufacturing Director,2,rarely,3,No,80
811,Sales,manager,Manager,2,rarely,3,No,80
812,Sales,specialist,Sales Executive,2,rarely,2,No,80
813,Research & Development,specialist,Manufacturing Director,3,frequently,27,No,80
814,Research & Development,manager,Healthcare Representative,3,frequently,2,No,80
815,Research & Development,director,Research Director,2,rarely,14,No,80
816,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
817,Research & Development,analyst,Laboratory Technician,1,non travel,9,No,80
818,Research & Development,analyst,Manufacturing Director,1,non travel,18,No,80
819,Sales,associate,Sales Representative,3,frequently,20,No,80
820,Research & Development,associate,Research Scientist,2,rarely,2,No,80
821,Sales,analyst,Sales Executive,3,frequently,11,No,80
822,Sales,manager,Sales Executive,2,rarely,8,No,80
823,Research & Development,analyst,Manufacturing Director,3,frequently,2,No,80
824,Research & Development,associate,Research Scientist,3,frequently,10,No,80
825,Research & Development,analyst,Laboratory Technician,2,rarely,29,No,80
826,Research & Development,analyst,Manufacturing Director,2,rarely,8,Yes,80
827,Human Resources,associate,Human Resources,2,rarely,1,No,80
828,Research & Development,associate,Research Scientist,3,frequently,6,Yes,80
829,Research & Development,associate,Laboratory Technician,1,non travel,8,No,80
830,Sales,analyst,Sales Executive,2,rarely,9,Yes,80
831,Research & Development,associate,Laboratory Technician,2,rarely,12,Yes,80
832,Research & Development,associate,Laboratory Technician,3,frequently,15,No,80
833,Research & Development,analyst,Healthcare Representative,2,rarely,25,No,80
834,Research & Development,associate,Research Scientist,2,rarely,6,No,80
835,Sales,analyst,Sales Executive,2,rarely,9,No,80
836,Human Resources,associate,Human Resources,2,rarely,8,No,80
837,Sales,specialist,Sales Executive,2,rarely,23,No,80
838,Research & Development,specialist,Research Director,3,frequently,9,No,80
839,Sales,manager,Sales Executive,3,frequently,12,Yes,80
840,Sales,analyst,Sales Executive,2,rarely,4,No,80
841,Research & Development,associate,Laboratory Technician,2,rarely,1,No,80
842,Research & Development,associate,Laboratory Technician,2,rarely,24,No,80
843,Research & Development,associate,Laboratory Technician,2,rarely,12,Yes,80
844,Research & Development,associate,Laboratory Technician,2,rarely,3,No,80
845,Sales,analyst,Sales Executive,2,rarely,10,No,80
846,Research & Development,analyst,Research Scientist,3,frequently,26,Yes,80
847,Research & Development,specialist,Manufacturing Director,2,rarely,2,No,80
848,Research & Development,analyst,Healthcare Representative,3,frequently,1,No,80
849,Research & Development,associate,Laboratory Technician,3,frequently,4,No,80
850,Sales,analyst,Sales Executive,2,rarely,9,No,80
851,Sales,associate,Sales Representative,1,non travel,2,No,80
852,Research & Development,director,Manager,2,rarely,4,No,80
853,Research & Development,associate,Laboratory Technician,2,rarely,6,No,80
854,Research & Development,associate,Research Scientist,2,rarely,9,No,80
855,Research & Development,associate,Research Scientist,2,rarely,7,Yes,80
856,Research & Development,analyst,Manufacturing Director,2,rarely,1,No,80
857,Research & Development,associate,Laboratory Technician,2,rarely,3,No,80
858,Research & Development,associate,Research Scientist,2,rarely,10,Yes,80
859,Research & Development,director,Manager,2,rarely,7,No,80
860,Research & Development,associate,Research Scientist,2,rarely,15,Yes,80
861,Research & Development,associate,Research Scientist,3,frequently,3,Yes,80
862,Sales,manager,Manager,2,rarely,2,No,80
863,Research & Development,associate,Research Scientist,1,non travel,17,No,80
864,Human Resources,associate,Human Resources,2,rarely,2,No,80
865,Research & Development,associate,Research Scientist,1,non travel,5,No,80
866,Sales,analyst,Sales Executive,2,rarely,29,No,80
867,Sales,analyst,Sales Executive,3,frequently,2,No,80
868,Research & Development,manager,Manager,3,frequently,2,No,80
869,Research & Development,associate,Laboratory Technician,2,rarely,19,No,80
870,Research & Development,director,Research Director,2,rarely,15,No,80
871,Sales,analyst,Sales Executive,2,rarely,17,Yes,80
872,Research & Development,associate,Laboratory Technician,2,rarely,17,No,80
873,Sales,analyst,Sales Executive,3,frequently,25,No,80
874,Research & Development,associate,Laboratory Technician,2,rarely,6,No,80
875,Research & Development,analyst,Laboratory Technician,2,rarely,7,No,80
876,Research & Development,analyst,Research Scientist,2,rarely,29,No,80
877,Sales,associate,Sales Representative,2,rarely,21,No,80
878,Research & Development,analyst,Manufacturing Director,2,rarely,2,No,80
879,Human Resources,analyst,Human Resources,1,non travel,2,No,80
880,Sales,analyst,Sales Executive,2,rarely,7,Yes,80
881,Research & Development,associate,Laboratory Technician,3,frequently,13,No,80
882,Research & Development,analyst,Research Scientist,3,frequently,2,Yes,80
883,Research & Development,specialist,Manufacturing Director,2,rarely,1,Yes,80
884,Research & Development,associate,Research Scientist,2,rarely,9,No,80
885,Sales,analyst,Sales Executive,2,rarely,10,No,80
886,Sales,analyst,Sales Executive,2,rarely,10,No,80
887,Research & Development,associate,Research Scientist,2,rarely,1,Yes,80
888,Research & Development,specialist,Research Director,3,frequently,26,Yes,80
889,Sales,specialist,Sales Executive,1,non travel,8,Yes,80
890,Research & Development,associate,Research Scientist,2,rarely,14,Yes,80
891,Research & Development,specialist,Manufacturing Director,3,frequently,1,No,80
892,Research & Development,associate,Research Scientist,2,rarely,2,No,80
893,Research & Development,associate,Research Scientist,1,non travel,10,Yes,80
894,Research & Development,associate,Research Scientist,2,rarely,1,No,80
895,Research & Development,manager,Research Director,2,rarely,3,No,80
896,Research & Development,analyst,Healthcare Representative,2,rarely,11,Yes,80
897,Research & Development,analyst,Healthcare Representative,2,rarely,24,No,80
898,Sales,analyst,Sales Executive,2,rarely,3,No,80
899,Research & Development,director,Research Director,2,rarely,3,No,80
900,Research & Development,director,Manager,2,rarely,4,No,80
901,Research & Development,associate,Research Scientist,3,frequently,3,No,80
902,Research & Development,associate,Laboratory Technician,2,rarely,2,No,80
903,Research & Development,associate,Research Scientist,2,rarely,4,No,80
904,Research & Development,analyst,Healthcare Representative,2,rarely,7,Yes,80
