employee_id,attrition,age,age_interval,gender,education,education_cat,education_area,marital_status,department,job_level,job_role,business_travel,business_travel_cat,distance_home,distance_interval,overtime,standard_hours,daily_rate,hourly_rate,monthly_income,monthly_rate,annual_income,companies_worked,salary_hike_per,stock_option,working_years,training_lastyear,years_company,years_curr_role,years_last_promotion,years_curr_manager,environment_satisf,environment_satisf_cat,worklife_balance,worklife_balance_cat,job_involvement,job_involvement_cat,job_satisfaction,job_satisf_cat,performance_rating,performance_rating_cat,relationship_satisf,relationship_satisf_cat
RDO0411,No,30,30-39,Female,3,Bachelor,Life Sciences,Single,Research & Development,analyst,Manufacturing Director,2,rarely,2,1-5,No,80,317,43,6091,24793,85274,2,20,0,11,2,5,4,0,2,3,High,3,Better,1,Low,4,Very High,4,Outstanding,3,High
RDO0412,No,60,60+,Female,3,Bachelor,Life Sciences,Married,Research & Development,director,Manager,2,rarely,7,6-10,No,80,422,41,19566,3854,273924,5,11,0,33,5,29,8,11,10,1,Low,1,Bad,3,High,1,Low,3,Excellent,4,Very High
RDO0413,No,46,40-49,Female,3,Bachelor,Medical,Divorced,Research & Development,analyst,Manufacturing Director,2,rarely,18,16-20,No,80,1485,87,4810,26314,67340,2,14,1,19,5,10,7,0,8,3,High,2,Good,3,High,3,High,3,Excellent,3,High
RDO0414,No,42,40-49,Female,4,Master,Technical Degree,Married,Research & Development,analyst,Healthcare Representative,3,frequently,28,20+,No,80,1368,88,4523,4386,63322,0,11,3,7,4,6,5,0,4,4,Very High,4,Best,2,Medium,4,Very High,3,Excellent,4,Very High
RDO0415,Yes,24,18-29,Female,1,Below College,Technical Degree,Single,Sales,associate,Sales Representative,2,rarely,1,1-5,Yes,80,1448,62,3202,21972,44828,1,16,0,6,4,5,3,1,4,1,Low,3,Better,3,High,2,Medium,3,Excellent,2,Medium
RDO0416,Yes,34,30-39,Female,2,College,Marketing,Divorced,Sales,associate,Sales Representative,3,frequently,6,6-10,No,80,296,33,2351,12253,32914,0,16,1,3,3,2,2,1,0,4,Very High,2,Good,1,Low,3,High,3,Excellent,4,Very High
RDO0417,No,38,30-39,Male,2,College,Life Sciences,Married,Research & Development,associate,Laboratory Technician,3,frequently,2,1-5,Yes,80,1490,42,1702,12106,23828,1,23,1,1,3,1,0,0,0,4,Very High,3,Better,3,High,4,Very High,4,Outstanding,3,High
RDO0418,No,40,40-49,Female,4,Master,Life Sciences,Married,Sales,director,Manager,2,rarely,2,1-5,No,80,1398,79,18041,13022,252574,0,14,0,21,2,20,15,1,12,3,High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0419,No,26,18-29,Female,3,Bachelor,Life Sciences,Divorced,Research & Development,associate,Research Scientist,2,rarely,23,20+,No,80,1349,90,2886,3032,40404,1,22,2,3,3,3,2,0,2,1,Low,1,Bad,3,High,4,Very High,4,Outstanding,2,Medium
RDO0420,No,30,30-39,Male,3,Bachelor,Life Sciences,Married,Research & Development,associate,Laboratory Technician,1,non travel,3,1-5,No,80,1400,53,2097,16734,29358,4,15,1,9,3,5,3,1,4,3,High,1,Bad,3,High,4,Very High,3,Excellent,3,High
RDO0421,No,29,18-29,Male,4,Master,Medical,Married,Research & Development,specialist,Research Director,2,rarely,3,1-5,No,80,986,93,11935,21526,167090,1,18,0,10,2,10,2,0,7,2,Medium,3,Better,2,Medium,3,High,3,Excellent,3,High
RDO0422,Yes,29,18-29,Female,5,Doctor,Technical Degree,Married,Research & Development,associate,Research Scientist,2,rarely,25,20+,No,80,408,71,2546,18300,35644,5,16,0,6,2,2,2,1,1,3,High,4,Best,2,Medium,2,Medium,3,Excellent,2,Medium
RDO0423,Yes,19,18-29,Male,2,College,Technical Degree,Single,Human Resources,associate,Human Resources,2,rarely,2,1-5,No,80,489,52,2564,18437,35896,1,12,0,1,3,1,0,0,0,1,Low,4,Best,2,Medium,4,Very High,3,Excellent,3,High
RDO0424,No,30,30-39,Female,4,Master,Other,Married,Sales,specialist,Sales Executive,1,non travel,22,20+,No,80,1398,69,8412,2890,117768,0,11,0,10,3,9,8,7,8,3,High,3,Better,3,High,1,Low,3,Excellent,3,High
RDO0425,No,57,50-59,Male,3,Bachelor,Marketing,Divorced,Sales,manager,Manager,2,rarely,29,20+,No,80,210,56,14118,22102,197652,3,12,1,32,3,1,0,0,0,1,Low,2,Good,2,Medium,4,Very High,3,Excellent,3,High
RDO0426,No,50,50-59,Male,4,Master,Life Sciences,Married,Research & Development,manager,Manager,2,rarely,29,20+,No,80,1099,88,17046,9314,238644,0,15,1,28,2,27,10,15,7,2,Medium,3,Better,2,Medium,3,High,3,Excellent,2,Medium
RDO0427,No,30,30-39,Female,3,Bachelor,Medical,Single,Research & Development,associate,Laboratory Technician,1,non travel,2,1-5,No,80,1116,49,2564,7181,35896,0,14,0,12,2,11,7,6,7,3,High,2,Good,3,High,4,Very High,3,Excellent,3,High
RDO0428,No,60,60+,Female,3,Bachelor,Marketing,Married,Sales,specialist,Sales Executive,3,frequently,28,20+,No,80,1499,80,10266,2845,143724,4,19,0,22,5,18,13,13,11,3,High,4,Best,2,Medium,1,Low,3,Excellent,4,Very High
RDO0429,No,47,40-49,Female,2,College,Medical,Divorced,Research & Development,analyst,Manufacturing Director,2,rarely,2,1-5,No,80,983,65,5070,7389,70980,5,13,3,20,2,5,0,0,4,1,Low,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO0430,No,46,40-49,Male,3,Bachelor,Life Sciences,Married,Research & Development,manager,Research Director,2,rarely,2,1-5,No,80,1009,51,17861,2288,250054,6,13,0,26,2,3,2,0,1,1,Low,1,Bad,3,High,3,High,3,Excellent,3,High
RDO0431,No,35,30-39,Male,3,Bachelor,Life Sciences,Single,Research & Development,associate,Laboratory Technician,2,rarely,22,20+,No,80,144,46,4230,19225,59220,0,15,0,6,2,5,4,4,3,4,Very High,3,Better,1,Low,3,High,3,Excellent,3,High
RDO0432,No,54,50-59,Female,4,Master,Life Sciences,Single,Research & Development,analyst,Laboratory Technician,2,rarely,8,6-10,No,80,548,42,3780,23428,52920,7,11,0,19,3,1,0,0,0,3,High,3,Better,3,High,3,High,3,Excellent,3,High
RDO0433,No,34,30-39,Male,4,Master,Life Sciences,Divorced,Research & Development,associate,Research Scientist,2,rarely,2,1-5,No,80,1303,62,2768,8416,38752,3,12,1,14,3,7,3,5,7,4,Very High,3,Better,2,Medium,3,High,3,Excellent,3,High
RDO0434,No,46,40-49,Female,3,Bachelor,Marketing,Married,Sales,specialist,Sales Executive,2,rarely,10,11-15,Yes,80,1125,94,9071,11563,126994,2,19,1,15,3,3,2,1,2,3,High,3,Better,2,Medium,4,Very High,3,Excellent,3,High
RDO0435,No,31,30-39,Male,1,Below College,Life Sciences,Divorced,Research & Development,specialist,Manufacturing Director,2,rarely,9,6-10,No,80,1274,33,10648,14394,149072,1,25,1,13,6,13,8,0,8,3,High,4,Best,3,High,2,Medium,4,Outstanding,4,Very High
RDO0436,Yes,33,30-39,Male,1,Below College,Medical,Married,Research & Development,specialist,Manager,2,rarely,15,16-20,Yes,80,1277,56,13610,24619,190540,7,12,0,15,2,7,6,7,7,2,Medium,4,Best,3,High,3,High,3,Excellent,4,Very High
RDO0437,Yes,33,30-39,Male,1,Below College,Medical,Divorced,Research & Development,associate,Laboratory Technician,2,rarely,10,11-15,No,80,587,38,3408,6705,47712,7,13,3,8,2,4,3,1,3,1,Low,3,Better,1,Low,4,Very High,3,Excellent,1,Low
RDO0438,No,30,30-39,Male,1,Below College,Marketing,Single,Sales,associate,Sales Representative,2,rarely,7,6-10,No,80,413,57,2983,18398,41762,0,14,0,4,3,3,2,1,2,4,Very High,3,Better,3,High,2,Medium,3,Excellent,1,Low
RDO0439,No,35,30-39,Male,3,Bachelor,Life Sciences,Married,Research & Development,specialist,Healthcare Representative,2,rarely,16,16-20,Yes,80,1276,72,7632,14295,106848,4,12,0,10,2,8,7,0,0,4,Very High,3,Better,3,High,3,High,3,Excellent,3,High
RDO0440,Yes,31,30-39,Male,3,Bachelor,Life Sciences,Married,Research & Development,specialist,Healthcare Representative,3,frequently,20,20+,No,80,534,66,9824,22908,137536,3,12,0,12,2,1,0,0,0,1,Low,3,Better,3,High,3,High,3,Excellent,1,Low
RDO0441,Yes,34,30-39,Female,3,Bachelor,Human Resources,Divorced,Human Resources,specialist,Human Resources,3,frequently,23,20+,Yes,80,988,43,9950,11533,139300,9,15,3,11,2,3,2,0,2,2,Medium,3,Better,3,High,1,Low,3,Excellent,3,High
RDO0442,No,42,40-49,Male,2,College,Other,Married,Research & Development,associate,Laboratory Technician,3,frequently,5,6-10,No,80,1474,97,2093,9260,29302,4,17,1,8,4,2,2,2,0,2,Medium,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0443,No,36,30-39,Male,4,Master,Medical,Single,Sales,specialist,Sales Executive,1,non travel,10,11-15,No,80,635,32,9980,15318,139720,1,14,0,10,3,10,3,9,7,2,Medium,2,Good,3,High,4,Very High,3,Excellent,4,Very High
RDO0444,Yes,22,18-29,Male,1,Below College,Technical Degree,Single,Research & Development,associate,Laboratory Technician,3,frequently,4,1-5,No,80,1368,99,3894,9129,54516,5,16,0,4,3,2,2,1,2,3,High,3,Better,2,Medium,3,High,3,Excellent,3,High
RDO0445,No,48,40-49,Female,5,Doctor,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,2,1-5,No,80,163,37,4051,19658,56714,2,14,1,14,2,9,7,6,7,2,Medium,3,Better,3,High,4,Very High,3,Excellent,1,Low
RDO0446,No,55,50-59,Female,5,Doctor,Life Sciences,Single,Sales,manager,Manager,2,rarely,18,16-20,No,80,1117,83,16835,9873,235690,3,23,0,37,2,10,9,7,7,1,Low,3,Better,3,High,2,Medium,4,Outstanding,4,Very High
RDO0447,No,41,40-49,Male,2,College,Life Sciences,Single,Sales,analyst,Sales Executive,1,non travel,10,11-15,No,80,267,56,6230,13430,87220,7,14,0,16,3,14,3,1,10,4,Very High,3,Better,3,High,4,Very High,3,Excellent,4,Very High
RDO0448,No,35,30-39,Male,3,Bachelor,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,1,1-5,No,80,619,85,4717,18659,66038,9,11,0,15,2,11,9,6,9,2,Medium,3,Better,3,High,3,High,3,Excellent,3,High
RDO0449,No,40,40-49,Female,3,Bachelor,Life Sciences,Single,Research & Development,manager,Manufacturing Director,2,rarely,6,6-10,No,80,302,75,13237,20364,185318,7,15,0,22,3,20,6,5,13,2,Medium,3,Better,3,High,3,High,3,Excellent,3,High
RDO0450,No,39,30-39,Female,1,Below College,Life Sciences,Married,Research & Development,associate,Laboratory Technician,3,frequently,8,6-10,No,80,443,48,3755,17872,52570,1,11,1,8,3,8,3,0,7,3,High,3,Better,3,High,3,High,3,Excellent,1,Low
RDO0451,No,31,30-39,Male,1,Below College,Life Sciences,Single,Sales,analyst,Sales Executive,2,rarely,2,1-5,Yes,80,828,77,6582,8346,92148,4,13,0,10,2,6,5,0,5,2,Medium,4,Best,3,High,4,Very High,3,Excellent,3,High
RDO0452,No,42,40-49,Male,3,Bachelor,Medical,Married,Research & Development,specialist,Manufacturing Director,2,rarely,24,20+,Yes,80,319,56,7406,6950,103684,1,21,1,10,5,10,9,5,8,4,Very High,2,Good,3,High,1,Low,4,Outstanding,4,Very High
RDO0453,No,45,40-49,Male,3,Bachelor,Other,Married,Sales,analyst,Sales Executive,2,rarely,2,1-5,No,80,561,61,4805,16177,67270,0,19,1,9,3,8,7,3,7,4,Very High,4,Best,3,High,2,Medium,3,Excellent,2,Medium
RDO0454,Yes,26,18-29,Female,4,Master,Life Sciences,Divorced,Human Resources,associate,Human Resources,3,frequently,17,16-20,Yes,80,426,58,2741,22808,38374,0,11,1,8,2,7,7,1,0,2,Medium,2,Good,3,High,3,High,3,Excellent,2,Medium
RDO0455,No,29,18-29,Male,3,Bachelor,Technical Degree,Divorced,Research & Development,analyst,Manufacturing Director,2,rarely,19,16-20,No,80,232,34,4262,22645,59668,4,12,2,8,2,3,2,1,2,4,Very High,4,Best,3,High,4,Very High,3,Excellent,2,Medium
RDO0456,No,33,30-39,Female,5,Doctor,Medical,Divorced,Research & Development,manager,Research Director,2,rarely,1,1-5,No,80,922,95,16184,22578,226576,4,19,1,10,2,6,1,0,5,1,Low,3,Better,4,Very High,3,High,3,Excellent,3,High
RDO0457,No,31,30-39,Male,3,Bachelor,Life Sciences,Divorced,Sales,specialist,Manager,2,rarely,7,6-10,No,80,688,44,11557,25291,161798,9,21,1,10,3,5,4,0,1,3,High,2,Good,2,Medium,4,Very High,4,Outstanding,3,High
RDO0458,Yes,18,18-29,Male,3,Bachelor,Marketing,Single,Sales,associate,Sales Representative,3,frequently,5,6-10,Yes,80,1306,69,1878,8059,26292,1,14,0,0,3,0,0,0,0,2,Medium,3,Better,3,High,2,Medium,3,Excellent,4,Very High
RDO0459,No,40,40-49,Male,3,Bachelor,Other,Divorced,Sales,specialist,Sales Executive,1,non travel,28,20+,No,80,1094,58,10932,11373,153048,3,15,1,20,2,1,0,0,1,3,High,3,Better,1,Low,1,Low,3,Excellent,3,High
RDO0460,No,41,40-49,Female,4,Master,Other,Single,Research & Development,analyst,Healthcare Representative,1,non travel,2,1-5,Yes,80,509,62,6811,2112,95354,2,17,0,10,3,8,7,0,7,1,Low,3,Better,2,Medium,3,High,3,Excellent,1,Low
RDO0461,No,26,18-29,Male,2,College,Medical,Divorced,Sales,analyst,Sales Executive,2,rarely,29,20+,No,80,775,45,4306,4267,60284,5,12,2,8,5,0,0,0,0,1,Low,3,Better,3,High,3,High,3,Excellent,1,Low
RDO0462,No,35,30-39,Female,3,Bachelor,Medical,Single,Sales,analyst,Sales Executive,2,rarely,1,1-5,No,80,195,80,4859,6698,68026,1,16,0,5,3,5,4,0,3,1,Low,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0463,No,34,30-39,Male,4,Master,Life Sciences,Single,Sales,analyst,Sales Executive,2,rarely,21,20+,No,80,258,74,5337,19921,74718,1,12,0,10,3,10,7,5,7,4,Very High,3,Better,4,Very High,4,Very High,3,Excellent,4,Very High
RDO0464,Yes,26,18-29,Male,3,Bachelor,Technical Degree,Single,Research & Development,associate,Laboratory Technician,2,rarely,24,20+,Yes,80,471,66,2340,23213,32760,1,18,0,1,3,1,0,0,0,3,High,1,Bad,1,Low,4,Very High,3,Excellent,2,Medium
RDO0465,No,37,30-39,Female,3,Bachelor,Technical Degree,Single,Research & Development,specialist,Manufacturing Director,2,rarely,1,1-5,No,80,799,59,7491,23848,104874,4,17,0,12,3,6,5,1,2,2,Medium,4,Best,3,High,4,Very High,3,Excellent,4,Very High
RDO0466,No,46,40-49,Female,1,Below College,Medical,Married,Research & Development,specialist,Healthcare Representative,3,frequently,18,16-20,No,80,1034,86,10527,8984,147378,5,11,0,28,3,2,2,1,2,1,Low,2,Good,3,High,3,High,3,Excellent,4,Very High
RDO0467,No,41,40-49,Female,5,Doctor,Life Sciences,Married,Sales,manager,Manager,2,rarely,2,1-5,No,80,1276,91,16595,5626,232330,7,16,1,22,2,18,16,11,8,2,Medium,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO0468,No,37,30-39,Male,4,Master,Medical,Divorced,Sales,specialist,Sales Executive,1,non travel,9,6-10,No,80,142,69,8834,24666,123676,1,13,1,9,6,9,5,7,7,1,Low,3,Better,3,High,2,Medium,3,Excellent,4,Very High
RDO0469,No,52,50-59,Male,2,College,Technical Degree,Divorced,Research & Development,analyst,Research Scientist,2,rarely,6,6-10,Yes,80,956,78,5577,22087,78078,3,12,2,18,3,10,9,6,9,4,Very High,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO0470,Yes,32,30-39,Male,4,Master,Other,Married,Sales,analyst,Sales Executive,1,non travel,11,11-15,No,80,1474,60,4707,23914,65898,8,12,0,6,2,4,2,1,2,4,Very High,3,Better,4,Very High,3,High,3,Excellent,4,Very High
RDO0471,No,24,18-29,Male,3,Bachelor,Medical,Married,Sales,associate,Sales Representative,3,frequently,24,20+,No,80,535,38,2400,5530,33600,0,13,2,3,3,2,2,2,1,4,Very High,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO0472,No,38,30-39,Female,3,Bachelor,Medical,Married,Research & Development,analyst,Healthcare Representative,2,rarely,10,11-15,No,80,1495,76,9824,22174,137536,3,19,1,18,4,1,0,0,0,3,High,3,Better,3,High,3,High,3,Excellent,3,High
RDO0473,No,37,30-39,Female,4,Master,Life Sciences,Married,Research & Development,analyst,Manufacturing Director,2,rarely,1,1-5,No,80,446,65,6447,15701,90258,6,12,1,8,2,6,5,4,3,2,Medium,2,Good,3,High,2,Medium,3,Excellent,2,Medium
RDO0474,No,49,40-49,Male,4,Master,Life Sciences,Divorced,Research & Development,director,Research Director,2,rarely,18,16-20,Yes,80,1245,58,19502,2125,273028,1,17,1,31,5,31,9,0,9,4,Very High,3,Better,2,Medium,3,High,3,Excellent,3,High
RDO0475,No,24,18-29,Male,3,Bachelor,Medical,Married,Research & Development,associate,Research Scientist,2,rarely,23,20+,Yes,80,691,89,2725,21630,38150,1,11,2,6,3,6,5,1,4,2,Medium,3,Better,4,Very High,4,Very High,3,Excellent,2,Medium
RDO0476,No,26,18-29,Male,2,College,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,28,20+,No,80,703,66,6272,7428,87808,1,20,2,6,5,5,3,1,4,1,Low,4,Best,3,High,2,Medium,4,Outstanding,4,Very High
RDO0477,No,24,18-29,Male,2,College,Other,Married,Research & Development,associate,Laboratory Technician,2,rarely,17,16-20,No,80,823,94,2127,9100,29778,1,21,1,1,2,1,0,0,0,4,Very High,3,Better,2,Medium,2,Medium,4,Outstanding,4,Very High
RDO0478,No,50,50-59,Male,3,Bachelor,Medical,Married,Human Resources,director,Manager,3,frequently,3,1-5,No,80,1246,99,18200,7999,254800,1,11,1,32,2,32,5,10,7,1,Low,3,Better,3,High,2,Medium,3,Excellent,3,High
RDO0479,No,25,18-29,Male,1,Below College,Medical,Married,Sales,associate,Sales Representative,2,rarely,13,11-15,No,80,622,40,2096,26376,29344,1,11,0,7,1,7,4,0,6,2,Medium,3,Better,3,High,3,High,3,Excellent,3,High
RDO0480,Yes,24,18-29,Female,3,Bachelor,Life Sciences,Married,Research & Development,associate,Laboratory Technician,3,frequently,7,6-10,Yes,80,1287,55,2886,14168,40404,1,16,1,6,4,6,3,1,2,1,Low,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0481,Yes,30,30-39,Male,4,Master,Life Sciences,Married,Sales,associate,Sales Representative,3,frequently,12,11-15,No,80,448,74,2033,14470,28462,1,18,1,1,2,1,0,0,0,2,Medium,4,Best,2,Medium,1,Low,3,Excellent,3,High
RDO0482,No,34,30-39,Male,2,College,Life Sciences,Married,Research & Development,associate,Research Scientist,2,rarely,1,1-5,Yes,80,254,83,3622,22794,50708,1,13,1,6,3,6,5,1,3,2,Medium,3,Better,2,Medium,4,Very High,3,Excellent,4,Very High
RDO0483,Yes,31,30-39,Male,4,Master,Medical,Divorced,Sales,analyst,Sales Executive,2,rarely,13,11-15,No,80,1365,46,4233,11512,59262,2,17,0,9,2,3,1,1,2,2,Medium,1,Bad,3,High,1,Low,3,Excellent,3,High
RDO0484,No,35,30-39,Male,2,College,Other,Single,Research & Development,analyst,Laboratory Technician,2,rarely,25,20+,No,80,538,54,3681,14004,51534,4,14,0,9,3,3,2,0,2,1,Low,3,Better,2,Medium,4,Very High,3,Excellent,4,Very High
RDO0485,No,31,30-39,Male,4,Master,Medical,Divorced,Sales,analyst,Sales Executive,2,rarely,6,6-10,No,80,525,66,5460,6219,76440,4,22,2,13,4,7,7,5,7,1,Low,4,Best,4,Very High,4,Very High,4,Outstanding,4,Very High
RDO0486,No,27,18-29,Female,4,Master,Medical,Divorced,Research & Development,associate,Research Scientist,2,rarely,6,6-10,No,80,798,66,2187,5013,30618,0,12,2,6,5,5,3,0,3,1,Low,2,Good,2,Medium,3,High,3,Excellent,3,High
RDO0487,No,37,30-39,Male,3,Bachelor,Marketing,Married,Sales,analyst,Sales Executive,2,rarely,2,1-5,Yes,80,558,75,9602,3010,134428,4,11,1,17,3,3,0,1,0,4,Very High,2,Good,3,High,3,High,3,Excellent,3,High
RDO0488,No,20,18-29,Female,3,Bachelor,Life Sciences,Single,Research & Development,associate,Research Scientist,2,rarely,1,1-5,No,80,959,83,2836,11757,39704,1,13,0,1,0,1,0,0,0,4,Very High,4,Best,2,Medium,2,Medium,3,Excellent,4,Very High
RDO0489,No,42,40-49,Female,4,Master,Life Sciences,Married,Research & Development,analyst,Healthcare Representative,2,rarely,2,1-5,No,80,622,81,4089,5718,57246,1,13,2,10,4,10,2,2,2,3,High,3,Better,3,High,4,Very High,3,Excellent,2,Medium
RDO0490,No,43,40-49,Male,4,Master,Other,Divorced,Research & Development,manager,Research Director,2,rarely,6,6-10,Yes,80,782,50,16627,2671,232778,4,14,1,21,3,1,0,0,0,2,Medium,2,Good,2,Medium,4,Very High,3,Excellent,3,High
RDO0491,No,38,30-39,Female,1,Below College,Life Sciences,Single,Research & Development,associate,Research Scientist,2,rarely,1,1-5,No,80,362,43,2619,14561,36666,3,17,0,8,3,0,0,0,0,3,High,2,Good,3,High,1,Low,3,Excellent,4,Very High
RDO0492,No,43,40-49,Male,5,Doctor,Medical,Divorced,Research & Development,analyst,Laboratory Technician,3,frequently,9,6-10,Yes,80,1001,72,5679,19627,79506,3,13,1,10,3,8,7,4,7,4,Very High,3,Better,3,High,3,High,3,Excellent,2,Medium
RDO0493,No,48,40-49,Female,4,Master,Life Sciences,Married,Research & Development,manager,Manager,2,rarely,1,1-5,No,80,1236,40,15402,17997,215628,7,11,1,21,3,3,2,0,2,4,Very High,1,Bad,2,Medium,1,Low,3,Excellent,1,Low
RDO0494,No,44,40-49,Female,4,Master,Life Sciences,Single,Human Resources,analyst,Human Resources,2,rarely,1,1-5,No,80,1112,50,5985,26894,83790,4,11,0,10,1,2,2,0,2,1,Low,4,Best,2,Medium,3,High,3,Excellent,2,Medium
RDO0495,No,34,30-39,Female,3,Bachelor,Technical Degree,Divorced,Sales,associate,Sales Representative,2,rarely,14,11-15,Yes,80,204,31,2579,2912,36106,1,18,2,8,3,8,2,0,6,3,High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0496,Yes,27,18-29,Male,1,Below College,Marketing,Divorced,Sales,associate,Sales Representative,2,rarely,2,1-5,No,80,1420,85,3041,16346,42574,0,11,1,5,3,4,3,0,2,3,High,3,Better,3,High,1,Low,3,Excellent,2,Medium
RDO0497,No,21,18-29,Male,1,Below College,Technical Degree,Single,Sales,associate,Sales Representative,2,rarely,22,20+,No,80,1343,49,3447,24444,48258,1,11,0,3,2,3,2,1,2,3,High,3,Better,3,High,3,High,3,Excellent,3,High
RDO0498,No,44,40-49,Male,4,Master,Other,Married,Research & Development,director,Manager,2,rarely,3,1-5,Yes,80,1315,35,19513,9358,273182,4,12,1,26,2,2,2,0,1,4,Very High,4,Best,3,High,4,Very High,3,Excellent,1,Low
RDO0499,No,22,18-29,Male,1,Below College,Medical,Married,Research & Development,associate,Research Scientist,2,rarely,6,6-10,No,80,604,69,2773,12145,38822,0,20,0,3,3,2,2,2,2,1,Low,3,Better,3,High,3,High,4,Outstanding,4,Very High
RDO0500,No,33,30-39,Male,4,Master,Marketing,Divorced,Sales,analyst,Sales Executive,2,rarely,8,6-10,No,80,1216,39,7104,20431,99456,0,12,0,6,3,5,0,1,2,3,High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0501,No,32,30-39,Female,4,Master,Life Sciences,Married,Research & Development,analyst,Research Scientist,2,rarely,9,6-10,Yes,80,646,92,6322,18089,88508,1,12,1,6,2,6,4,0,5,1,Low,2,Good,3,High,4,Very High,3,Excellent,4,Very High
RDO0502,No,30,30-39,Female,3,Bachelor,Medical,Divorced,Research & Development,associate,Research Scientist,3,frequently,3,1-5,No,80,160,71,2083,22653,29162,1,20,1,1,2,1,0,0,0,3,High,3,Better,3,High,3,High,4,Outstanding,3,High
RDO0503,No,53,50-59,Female,1,Below College,Medical,Single,Sales,analyst,Sales Executive,2,rarely,1,1-5,No,80,238,34,8381,7507,117334,7,20,0,18,2,14,7,8,10,4,Very High,4,Best,3,High,1,Low,4,Outstanding,4,Very High
RDO0504,No,34,30-39,Male,5,Doctor,Life Sciences,Married,Research & Development,associate,Research Scientist,2,rarely,1,1-5,No,80,1397,42,2691,7660,37674,1,12,1,10,4,10,9,8,8,2,Medium,2,Good,3,High,4,Very High,3,Excellent,4,Very High
RDO0505,Yes,45,40-49,Female,4,Master,Life Sciences,Married,Sales,analyst,Sales Executive,3,frequently,26,20+,No,80,306,100,4286,5630,60004,2,14,2,5,4,1,1,0,0,1,Low,3,Better,3,High,1,Low,3,Excellent,4,Very High
RDO0506,No,26,18-29,Female,3,Bachelor,Life Sciences,Married,Research & Development,associate,Laboratory Technician,2,rarely,6,6-10,Yes,80,991,71,2659,17759,37226,1,13,1,3,2,3,2,0,2,3,High,3,Better,3,High,4,Very High,3,Excellent,3,High
RDO0507,No,37,30-39,Male,3,Bachelor,Other,Married,Research & Development,specialist,Manufacturing Director,2,rarely,3,1-5,No,80,482,36,9434,9606,132076,1,15,1,10,2,10,7,7,8,3,High,3,Better,3,High,3,High,3,Excellent,3,High
RDO0508,No,29,18-29,Female,2,College,Medical,Married,Sales,analyst,Sales Executive,2,rarely,3,1-5,No,80,1176,62,5561,3487,77854,1,14,1,6,5,6,0,1,2,2,Medium,2,Good,3,High,3,High,3,Excellent,1,Low
RDO0509,No,35,30-39,Male,4,Master,Life Sciences,Single,Research & Development,analyst,Research Scientist,2,rarely,6,6-10,No,80,1017,82,6646,19368,93044,1,13,0,17,3,17,11,11,8,2,Medium,3,Better,1,Low,4,Very High,3,Excellent,2,Medium
RDO0510,No,33,30-39,Male,3,Bachelor,Life Sciences,Divorced,Research & Development,analyst,Healthcare Representative,3,frequently,6,6-10,No,80,1296,30,7725,5335,108150,3,23,1,15,2,13,11,4,7,3,High,1,Bad,3,High,4,Very High,4,Outstanding,3,High
RDO0511,No,54,50-59,Male,4,Master,Medical,Married,Human Resources,specialist,Human Resources,2,rarely,19,16-20,No,80,397,88,10725,6729,150150,2,15,1,16,1,9,7,7,1,3,High,4,Best,3,High,2,Medium,3,Excellent,3,High
RDO0512,No,36,30-39,Male,2,College,Medical,Divorced,Research & Development,analyst,Manufacturing Director,2,rarely,9,6-10,Yes,80,913,48,8847,13934,123858,2,11,1,13,2,3,2,0,2,2,Medium,3,Better,2,Medium,2,Medium,3,Excellent,3,High
RDO0513,No,27,18-29,Male,4,Master,Medical,Single,Research & Development,associate,Research Scientist,2,rarely,3,1-5,No,80,1115,54,2045,15174,28630,0,13,0,5,0,4,2,1,1,1,Low,3,Better,2,Medium,4,Very High,3,Excellent,4,Very High
RDO0514,Yes,20,18-29,Male,1,Below College,Medical,Single,Research & Development,associate,Research Scientist,2,rarely,10,11-15,Yes,80,1362,32,1009,26999,14126,1,11,0,1,5,1,0,1,1,4,Very High,3,Better,3,High,3,High,3,Excellent,4,Very High
RDO0515,Yes,33,30-39,Male,3,Bachelor,Life Sciences,Single,Research & Development,associate,Research Scientist,3,frequently,3,1-5,Yes,80,1076,70,3348,3164,46872,1,11,0,10,3,10,8,9,7,1,Low,3,Better,3,High,1,Low,3,Excellent,1,Low
RDO0516,No,35,30-39,Male,3,Bachelor,Life Sciences,Married,Research & Development,associate,Laboratory Technician,1,non travel,3,1-5,No,80,727,41,1281,16900,17934,1,18,2,1,3,1,0,0,0,3,High,3,Better,2,Medium,3,High,3,Excellent,3,High
